trecho_id,decliv_media_pct,decliv_max_pct,frac_plana,frac_ingreme,decliv_media_graus
RO-ARQ-2963,7.95,19.01,0.0,0.308,4.55
RO-ARQ-2964,7.1,8.82,0.0,0.25,4.06
RO-ARQ-2965,5.32,7.33,0.0,0.0,3.05
RO-ARQ-2966,1.38,4.2,0.839,0.0,0.79
RO-ARQ-2967,4.51,5.29,0.0,0.0,2.58
RO-ARQ-2968,7.83,12.05,0.0,0.5,4.48
RO-ARQ-2969,8.18,19.34,0.016,0.524,4.68
RO-ARQ-2970,15.27,25.12,0.0,0.8,8.68
RO-ARQ-2971,3.39,4.68,0.125,0.0,1.94
RO-ARQ-2972,2.58,6.25,0.556,0.0,1.48
RO-ARQ-2973,4.23,12.79,0.312,0.25,2.42
RO-ARQ-2974,3.07,7.41,0.182,0.0,1.76
RO-ARQ-2975,2.71,5.22,0.286,0.0,1.55
RO-ARQ-2976,1.85,2.91,0.714,0.0,1.06
RO-ARQ-2977,2.86,5.83,0.286,0.0,1.64
RO-ARQ-2978,2.18,3.37,0.6,0.0,1.25
RO-ARQ-2979,1.72,3.78,0.75,0.0,0.99
RO-ARQ-2980,1.37,2.05,0.875,0.0,0.79
RO-ARQ-2981,1.9,4.85,0.625,0.0,1.09
RO-ARQ-2982,1.92,8.46,0.722,0.056,1.1
RO-ARQ-2983,2.57,8.31,0.7,0.1,1.47
RO-ARQ-2984,5.46,11.79,0.375,0.375,3.13
RO-ARQ-2985,2.73,4.66,0.364,0.0,1.56
RO-ARQ-2986,3.95,9.19,0.238,0.048,2.26
RO-ARQ-2987,4.89,9.41,0.036,0.071,2.8
RO-ARQ-2988,10.23,28.97,0.08,0.48,5.84
RO-ARQ-2989,3.98,8.34,0.0,0.091,2.28
RO-ARQ-2990,2.13,4.29,0.583,0.0,1.22
RO-ARQ-2991,2.24,4.59,0.4,0.0,1.28
RO-ARQ-2992,2.17,4.47,0.571,0.0,1.24
RO-ARQ-2993,4.59,6.2,0.125,0.0,2.63
RO-ARQ-2994,3.26,10.21,0.417,0.125,1.87
RO-ARQ-2995,6.58,12.01,0.0,0.375,3.77
RO-ARQ-2996,12.27,26.14,0.0,0.909,6.99
RO-ARQ-2997,3.68,14.83,0.338,0.085,2.11
RO-ARQ-2998,8.45,13.08,0.048,0.571,4.83
RO-ARQ-2999,11.38,40.35,0.047,0.529,6.49
RO-ARQ-3000,8.17,10.55,0.0,0.333,4.67
RO-ARQ-3001,7.28,7.87,0.0,0.0,4.16
RO-ARQ-3002,4.6,9.48,0.04,0.08,2.63
RO-ARQ-3003,4.97,6.93,0.0,0.0,2.84
RO-ARQ-3004,5.08,5.89,0.0,0.0,2.91
RO-ARQ-3005,3.46,5.43,0.083,0.0,1.98
RO-ARQ-3006,3.6,7.02,0.159,0.0,2.06
RO-ARQ-3007,4.69,8.59,0.111,0.028,2.68
RO-ARQ-3008,2.05,4.76,0.538,0.0,1.17
RO-ARQ-3009,2.91,3.39,0.0,0.0,1.67
RO-ARQ-3010,2.91,3.39,0.0,0.0,1.67
RO-ARQ-3011,5.34,9.68,0.065,0.129,3.06
RO-ARQ-3012,3.21,4.02,0.333,0.0,1.84
RO-ARQ-3013,7.73,15.24,0.045,0.455,4.42
RO-ARQ-3014,2.47,4.21,0.5,0.0,1.41
RO-ARQ-3015,8.36,17.33,0.3,0.4,4.78
RO-ARQ-3016,3.09,4.29,0.091,0.0,1.77
RO-ARQ-3017,3.85,10.21,0.167,0.024,2.21
RO-ARQ-3018,3.44,8.55,0.186,0.047,1.97
RO-ARQ-3019,1.37,1.73,1.0,0.0,0.78
RO-ARQ-3020,1.61,2.12,0.5,0.0,0.92
RO-ARQ-3021,1.3,1.42,1.0,0.0,0.75
RO-ARQ-3022,2.93,3.1,0.0,0.0,1.68
RO-ARQ-3023,1.48,3.09,0.722,0.0,0.85
RO-ARQ-3024,5.26,11.55,0.056,0.222,3.01
RO-ARQ-3025,3.33,6.07,0.2,0.0,1.9
RO-ARQ-3026,5.44,8.56,0.0,0.167,3.11
RO-ARQ-3027,3.25,3.55,0.0,0.0,1.86
RO-ARQ-3028,3.67,6.38,0.3,0.0,2.1
RO-ARQ-3029,1.54,4.76,0.806,0.0,0.88
RO-ARQ-3030,3.57,11.63,0.438,0.125,2.04
RO-ARQ-3031,3.05,4.95,0.333,0.0,1.75
RO-ARQ-3032,2.74,3.63,0.333,0.0,1.57
RO-ARQ-3033,1.26,1.34,1.0,0.0,0.72
RO-ARQ-3034,7.23,24.88,0.065,0.325,4.13
RO-ARQ-3035,1.09,2.75,0.875,0.0,0.63
RO-ARQ-3036,1.76,2.95,0.538,0.0,1.01
RO-ARQ-3037,2.56,5.19,0.444,0.0,1.46
RO-ARQ-3038,4.51,4.51,0.0,0.0,2.58
RO-ARQ-3039,2.42,3.19,0.25,0.0,1.39
RO-ARQ-3040,4.79,13.56,0.019,0.13,2.74
RO-ARQ-3041,1.53,2.81,0.5,0.0,0.88
RO-ARQ-3042,2.54,3.39,0.25,0.0,1.46
RO-ARQ-3043,2.88,4.35,0.25,0.0,1.65
RO-ARQ-3044,3.4,5.63,0.25,0.0,1.95
RO-ARQ-3045,3.89,5.63,0.0,0.0,2.23
RO-ARQ-3046,3.95,5.63,0.0,0.0,2.26
RO-ARQ-3047,3.19,5.63,0.2,0.0,1.83
RO-ARQ-3048,4.2,4.2,0.0,0.0,2.4
RO-ARQ-3049,2.7,4.2,0.222,0.0,1.55
RO-ARQ-3050,4.2,4.2,0.0,0.0,2.4
RO-ARQ-3051,3.75,4.2,0.0,0.0,2.15
RO-ARQ-3052,3.73,4.2,0.0,0.0,2.14
RO-ARQ-3053,3.73,4.2,0.0,0.0,2.14
RO-ARQ-3054,3.73,4.2,0.0,0.0,2.14
RO-ARQ-3055,2.7,4.2,0.222,0.0,1.55
RO-ARQ-3056,1.83,1.83,1.0,0.0,1.05
RO-ARQ-3057,2.05,2.27,0.5,0.0,1.18
RO-ARQ-3058,2.28,2.28,0.0,0.0,1.31
RO-ARQ-3059,3.18,4.82,0.0,0.0,1.82
RO-ARQ-3060,2.84,3.32,0.0,0.0,1.63
RO-ARQ-3061,2.69,3.09,0.0,0.0,1.54
RO-ARQ-3062,2.23,2.28,0.0,0.0,1.28
RO-ARQ-3063,2.69,3.09,0.0,0.0,1.54
RO-ARQ-3064,3.18,4.4,0.143,0.0,1.82
RO-ARQ-3065,2.69,3.09,0.0,0.0,1.54
RO-ARQ-3066,2.89,4.29,0.1,0.0,1.66
RO-ARQ-3067,3.48,4.29,0.0,0.0,1.99
RO-ARQ-3068,1.9,3.31,0.4,0.0,1.09
RO-ARQ-3069,2.07,2.07,0.0,0.0,1.19
RO-ARQ-3070,3.62,3.62,0.0,0.0,2.07
RO-ARQ-3071,3.56,4.7,0.0,0.0,2.04
RO-ARQ-3072,4.07,4.82,0.0,0.0,2.33
RO-ARQ-3073,4.07,4.82,0.0,0.0,2.33
RO-ARQ-3074,2.9,6.68,0.235,0.0,1.66
RO-ARQ-3075,5.13,5.21,0.0,0.0,2.94
RO-ARQ-3076,2.19,5.18,0.471,0.0,1.25
RO-ARQ-3077,4.58,5.18,0.0,0.0,2.62
RO-ARQ-3078,2.77,4.26,0.214,0.0,1.59
RO-ARQ-3079,3.64,3.64,0.0,0.0,2.08
RO-ARQ-3080,4.16,6.47,0.0,0.0,2.38
RO-ARQ-3081,2.91,3.87,0.5,0.0,1.67
RO-ARQ-3082,4.99,4.99,0.0,0.0,2.86
RO-ARQ-3083,2.3,3.29,0.333,0.0,1.32
RO-ARQ-3084,5.26,6.97,0.0,0.0,3.01
RO-ARQ-3085,3.79,5.06,0.0,0.0,2.17
RO-ARQ-3086,4.21,9.58,0.167,0.083,2.41
RO-ARQ-3087,3.04,4.93,0.5,0.0,1.74
RO-ARQ-3088,3.87,4.1,0.0,0.0,2.21
RO-ARQ-3089,4.81,5.93,0.0,0.0,2.75
RO-ARQ-3090,3.69,5.05,0.25,0.0,2.11
RO-ARQ-3091,4.49,5.05,0.0,0.0,2.57
RO-ARQ-3092,2.16,2.74,0.5,0.0,1.24
RO-ARQ-3093,3.27,4.86,0.182,0.0,1.87
RO-ARQ-3094,3.09,6.02,0.208,0.0,1.77
RO-ARQ-3095,2.36,2.62,0.0,0.0,1.35
RO-ARQ-3096,2.25,6.11,0.583,0.0,1.29
RO-ARQ-3097,2.15,2.17,0.0,0.0,1.23
RO-ARQ-3098,2.72,5.81,0.357,0.0,1.56
RO-ARQ-3099,2.82,2.95,0.0,0.0,1.62
RO-ARQ-3100,2.9,4.56,0.231,0.0,1.66
RO-ARQ-3101,2.97,3.67,0.0,0.0,1.7
RO-ARQ-3102,2.55,4.45,0.278,0.0,1.46
RO-ARQ-3103,2.99,3.65,0.0,0.0,1.71
RO-ARQ-3104,3.16,6.47,0.242,0.0,1.81
RO-ARQ-3105,1.5,1.81,1.0,0.0,0.86
RO-ARQ-3106,1.96,4.13,0.529,0.0,1.12
RO-ARQ-3107,1.62,2.25,0.5,0.0,0.93
RO-ARQ-3108,3.44,3.67,0.0,0.0,1.97
RO-ARQ-3109,2.37,3.31,0.333,0.0,1.36
RO-ARQ-3110,1.2,1.78,1.0,0.0,0.69
RO-ARQ-3111,1.79,3.05,0.5,0.0,1.02
RO-ARQ-3112,1.66,1.66,1.0,0.0,0.95
RO-ARQ-3113,1.79,2.68,0.75,0.0,1.03
RO-ARQ-3114,2.6,2.78,0.0,0.0,1.49
RO-ARQ-3115,1.41,2.42,0.625,0.0,0.81
RO-ARQ-3116,1.82,3.27,0.667,0.0,1.04
RO-ARQ-3117,2.77,3.72,0.2,0.0,1.58
RO-ARQ-3118,0.96,1.67,1.0,0.0,0.55
RO-ARQ-3119,1.79,3.34,0.6,0.0,1.03
RO-ARQ-3120,1.7,1.97,1.0,0.0,0.97
RO-ARQ-3121,2.43,6.18,0.458,0.0,1.39
RO-ARQ-3122,2.62,3.22,0.0,0.0,1.5
RO-ARQ-3123,2.15,5.28,0.48,0.0,1.23
RO-ARQ-3124,0.66,1.0,1.0,0.0,0.38
RO-ARQ-3125,1.22,2.17,0.857,0.0,0.7
RO-ARQ-3126,1.72,2.03,0.5,0.0,0.99
RO-ARQ-3127,1.5,2.07,0.714,0.0,0.86
RO-ARQ-3128,3.02,4.94,0.222,0.0,1.73
RO-ARQ-3129,2.24,2.63,0.5,0.0,1.28
RO-ARQ-3130,2.76,2.76,0.0,0.0,1.58
RO-ARQ-3131,2.72,4.82,0.148,0.0,1.56
RO-ARQ-3132,2.75,4.82,0.111,0.0,1.57
RO-ARQ-3133,3.28,3.79,0.0,0.0,1.88
RO-ARQ-3134,3.28,3.79,0.0,0.0,1.88
RO-ARQ-3135,4.16,5.32,0.0,0.0,2.38
RO-ARQ-3136,3.79,3.79,0.0,0.0,2.17
RO-ARQ-3137,2.02,2.82,0.455,0.0,1.16
RO-ARQ-3138,3.57,3.67,0.0,0.0,2.04
RO-ARQ-3139,3.59,5.17,0.0,0.0,2.06
RO-ARQ-3140,3.84,4.5,0.0,0.0,2.2
RO-ARQ-3141,1.36,2.08,0.8,0.0,0.78
RO-ARQ-3142,2.06,2.41,0.5,0.0,1.18
RO-ARQ-3143,2.07,2.41,0.333,0.0,1.18
RO-ARQ-3144,1.27,2.08,0.75,0.0,0.73
RO-ARQ-3145,1.9,2.08,0.5,0.0,1.09
RO-ARQ-3146,3.23,4.5,0.083,0.0,1.85
RO-ARQ-3147,2.99,4.5,0.071,0.0,1.71
RO-ARQ-3148,2.06,2.41,0.5,0.0,1.18
RO-ARQ-3149,3.0,4.46,0.077,0.0,1.72
RO-ARQ-3150,4.46,4.46,0.0,0.0,2.55
RO-ARQ-3151,3.12,4.46,0.083,0.0,1.79
RO-ARQ-3152,4.46,4.46,0.0,0.0,2.55
RO-ARQ-3153,4.46,4.46,0.0,0.0,2.55
RO-ARQ-3154,3.23,4.46,0.0,0.0,1.85
RO-ARQ-3155,4.46,4.46,0.0,0.0,2.55
RO-ARQ-3156,2.43,4.46,0.3,0.0,1.39
RO-ARQ-3157,2.67,3.5,0.167,0.0,1.53
RO-ARQ-3158,5.44,9.61,0.053,0.158,3.11
RO-ARQ-3159,4.68,7.81,0.071,0.0,2.68
RO-ARQ-3160,6.4,7.23,0.0,0.0,3.66
RO-ARQ-3161,2.56,3.86,0.333,0.0,1.47
RO-ARQ-3162,3.87,3.87,0.0,0.0,2.22
RO-ARQ-3163,4.32,4.98,0.0,0.0,2.47
RO-ARQ-3164,1.25,1.88,1.0,0.0,0.72
RO-ARQ-3165,2.62,3.02,0.0,0.0,1.5
RO-ARQ-3166,2.2,6.97,0.5,0.0,1.26
RO-ARQ-3167,2.28,11.03,0.597,0.052,1.31
RO-ARQ-3168,1.92,2.19,0.5,0.0,1.1
RO-ARQ-3169,7.7,12.4,0.0,0.476,4.41
RO-ARQ-3170,3.48,5.05,0.0,0.0,1.99
RO-ARQ-3171,2.19,4.32,0.409,0.0,1.26
RO-ARQ-3172,1.54,3.27,0.765,0.0,0.88
RO-ARQ-3173,1.84,2.96,0.6,0.0,1.05
RO-ARQ-3174,3.1,4.64,0.25,0.0,1.77
RO-ARQ-3175,5.32,7.53,0.0,0.0,3.04
RO-ARQ-3176,3.65,3.65,0.0,0.0,2.09
RO-ARQ-3177,1.41,1.65,1.0,0.0,0.81
RO-ARQ-3178,2.13,2.86,0.5,0.0,1.22
RO-ARQ-3179,2.13,2.86,0.5,0.0,1.22
RO-ARQ-3180,3.02,3.58,0.0,0.0,1.73
RO-ARQ-3181,2.61,3.58,0.25,0.0,1.5
RO-ARQ-3182,6.54,9.25,0.0,0.286,3.74
RO-ARQ-3183,2.72,3.76,0.5,0.0,1.56
RO-ARQ-3184,3.78,9.67,0.257,0.029,2.17
RO-ARQ-3185,4.07,6.17,0.0,0.0,2.33
RO-ARQ-3186,4.21,6.14,0.2,0.0,2.41
RO-ARQ-3187,5.84,7.51,0.0,0.0,3.34
RO-ARQ-3188,6.31,7.84,0.0,0.0,3.61
RO-ARQ-3189,8.16,15.53,0.077,0.385,4.67
RO-ARQ-3190,5.76,9.59,0.5,0.5,3.3
RO-ARQ-3191,7.54,27.01,0.0,0.25,4.31
RO-ARQ-3192,7.5,10.3,0.0,0.407,4.29
RO-ARQ-3193,4.6,5.01,0.0,0.0,2.63
RO-ARQ-3194,4.6,5.01,0.0,0.0,2.63
RO-ARQ-3195,5.31,6.95,0.0,0.0,3.04
RO-ARQ-3196,3.31,3.48,0.0,0.0,1.9
RO-ARQ-3197,3.31,3.48,0.0,0.0,1.9
RO-ARQ-3198,2.96,3.1,0.0,0.0,1.69
RO-ARQ-3199,1.92,3.1,0.5,0.0,1.1
RO-ARQ-3200,4.13,7.27,0.0,0.0,2.36
RO-ARQ-3201,3.41,6.01,0.091,0.0,1.96
RO-ARQ-3202,3.82,4.88,0.0,0.0,2.19
RO-ARQ-3203,2.94,2.94,0.0,0.0,1.69
RO-ARQ-3204,1.5,2.12,0.667,0.0,0.86
RO-ARQ-3205,1.18,1.27,1.0,0.0,0.68
RO-ARQ-3206,1.63,2.4,0.833,0.0,0.93
RO-ARQ-3207,2.93,4.14,0.0,0.0,1.68
RO-ARQ-3208,3.77,4.13,0.0,0.0,2.16
RO-ARQ-3209,2.51,2.51,0.0,0.0,1.44
RO-ARQ-3210,2.51,2.51,0.0,0.0,1.44
RO-ARQ-3211,2.22,2.51,0.5,0.0,1.27
RO-ARQ-3212,2.58,3.94,0.2,0.0,1.48
RO-ARQ-3213,6.35,8.43,0.0,0.333,3.63
RO-ARQ-3214,6.34,8.43,0.0,0.333,3.63
RO-ARQ-3215,4.49,5.76,0.0,0.0,2.57
RO-ARQ-3216,4.4,5.76,0.0,0.0,2.52
RO-ARQ-3217,1.55,2.62,0.6,0.0,0.89
RO-ARQ-3218,10.79,17.66,0.0,0.8,6.16
RO-ARQ-3219,8.45,15.35,0.0,0.375,4.83
RO-ARQ-3220,9.68,16.84,0.0,0.5,5.53
RO-ARQ-3221,3.41,9.87,0.531,0.125,1.95
RO-ARQ-3222,2.62,2.71,0.0,0.0,1.5
RO-ARQ-3223,4.63,9.87,0.273,0.273,2.65
RO-ARQ-3224,7.57,18.12,0.03,0.333,4.33
RO-ARQ-3225,5.4,8.05,0.0,0.048,3.09
RO-ARQ-3226,5.74,9.71,0.125,0.25,3.29
RO-ARQ-3227,2.17,2.63,0.5,0.0,1.25
RO-ARQ-3228,3.39,3.39,0.0,0.0,1.94
RO-ARQ-3229,6.09,14.81,0.104,0.271,3.49
RO-ARQ-3230,1.98,4.29,0.5,0.0,1.14
RO-ARQ-3231,3.18,7.28,0.227,0.0,1.82
RO-ARQ-3232,6.14,7.88,0.0,0.0,3.51
RO-ARQ-3233,6.16,7.88,0.0,0.0,3.53
RO-ARQ-3234,4.99,7.88,0.0,0.0,2.86
RO-ARQ-3235,3.83,6.01,0.0,0.0,2.19
RO-ARQ-3236,2.1,4.22,0.444,0.0,1.21
RO-ARQ-3237,3.85,4.44,0.0,0.0,2.21
RO-ARQ-3238,5.56,7.88,0.0,0.0,3.18
RO-ARQ-3239,2.59,4.38,0.3,0.0,1.48
RO-ARQ-3240,3.05,4.45,0.222,0.0,1.75
RO-ARQ-3241,1.56,2.36,0.75,0.0,0.89
RO-ARQ-3242,4.02,7.39,0.2,0.0,2.3
RO-ARQ-3243,3.3,4.34,0.25,0.0,1.89
RO-ARQ-3244,25.4,48.87,0.0,0.879,14.25
RO-ARQ-3245,20.35,60.59,0.016,0.839,11.5
RO-ARQ-3246,20.76,34.67,0.0,0.985,11.73
RO-ARQ-3247,14.12,32.06,0.016,0.746,8.04
RO-ARQ-3248,8.36,23.14,0.048,0.397,4.78
RO-ARQ-3249,14.11,43.94,0.06,0.627,8.03
RO-ARQ-3250,9.46,32.26,0.183,0.45,5.41
RO-ARQ-3251,4.7,16.3,0.151,0.17,2.69
RO-ARQ-3252,6.22,12.59,0.0,0.233,3.56
RO-ARQ-3253,5.42,6.4,0.0,0.0,3.1
RO-ARQ-3254,4.6,14.35,0.109,0.109,2.63
RO-ARQ-3255,6.6,17.21,0.031,0.266,3.78
RO-ARQ-3256,5.94,15.24,0.091,0.242,3.4
RO-ARQ-3257,6.24,21.23,0.048,0.175,3.57
RO-ARQ-3258,4.79,21.05,0.097,0.065,2.74
RO-ARQ-3259,3.9,10.08,0.222,0.074,2.23
RO-ARQ-3260,4.15,8.49,0.146,0.024,2.38
RO-ARQ-3261,4.93,10.34,0.031,0.108,2.82
RO-ARQ-3262,5.02,11.69,0.099,0.113,2.87
RO-ARQ-3263,6.34,18.32,0.061,0.288,3.63
RO-ARQ-3264,3.74,10.1,0.182,0.061,2.14
RO-ARQ-3265,5.63,19.96,0.13,0.203,3.22
RO-ARQ-3266,1.25,1.25,1.0,0.0,0.72
RO-ARQ-3267,3.18,6.56,0.176,0.0,1.82
RO-ARQ-3268,3.67,4.77,0.333,0.0,2.1
RO-ARQ-3269,7.72,24.89,0.063,0.365,4.42
RO-ARQ-3270,5.23,15.8,0.091,0.197,2.99
RO-ARQ-3271,5.5,13.52,0.081,0.161,3.15
RO-ARQ-3272,6.26,16.76,0.063,0.286,3.58
RO-ARQ-3273,9.17,21.85,0.063,0.476,5.24
RO-ARQ-3274,7.47,19.68,0.0,0.333,4.27
RO-ARQ-3275,5.62,13.23,0.036,0.2,3.22
RO-ARQ-3276,5.08,11.36,0.034,0.138,2.91
RO-ARQ-3277,6.4,18.72,0.143,0.286,3.66
RO-ARQ-3278,7.83,28.9,0.17,0.295,4.48
RO-ARQ-3279,4.2,11.3,0.132,0.053,2.4
RO-ARQ-3280,6.57,18.29,0.056,0.222,3.76
RO-ARQ-3281,6.57,19.1,0.06,0.217,3.76
RO-ARQ-3282,10.18,22.28,0.029,0.618,5.82
RO-ARQ-3283,7.17,24.46,0.118,0.279,4.1
RO-ARQ-3284,11.73,27.11,0.029,0.603,6.69
RO-ARQ-3285,9.02,23.74,0.0,0.478,5.15
RO-ARQ-3286,10.0,22.39,0.0,0.514,5.71
RO-ARQ-3287,7.3,23.75,0.014,0.243,4.18
RO-ARQ-3288,4.74,11.79,0.074,0.148,2.72
RO-ARQ-3289,6.3,21.23,0.097,0.242,3.61
RO-ARQ-3290,4.83,10.12,0.041,0.082,2.76
RO-ARQ-3291,10.64,22.49,0.025,0.667,6.07
RO-ARQ-3292,6.65,18.6,0.076,0.227,3.81
RO-ARQ-3293,3.45,5.2,0.25,0.0,1.97
RO-ARQ-3294,4.07,8.68,0.087,0.043,2.33
RO-ARQ-3295,8.5,9.71,0.0,0.667,4.86
RO-ARQ-3296,12.25,43.57,0.085,0.525,6.98
RO-ARQ-3297,16.22,67.01,0.078,0.594,9.21
RO-ARQ-3298,17.01,57.1,0.017,0.797,9.65
RO-ARQ-3299,4.96,14.64,0.111,0.148,2.84
RO-ARQ-3300,4.12,7.19,0.167,0.0,2.36
RO-ARQ-3301,4.88,7.19,0.0,0.0,2.79
RO-ARQ-3302,8.73,33.5,0.194,0.301,4.99
RO-ARQ-3303,4.93,10.18,0.104,0.143,2.82
RO-ARQ-3304,3.55,9.01,0.208,0.019,2.03
RO-ARQ-3305,8.04,24.6,0.0,0.339,4.59
RO-ARQ-3306,7.94,25.37,0.111,0.397,4.54
RO-ARQ-3307,4.28,4.28,0.0,0.0,2.45
RO-ARQ-3308,8.86,28.58,0.1,0.467,5.07
RO-ARQ-3309,9.22,19.41,0.032,0.532,5.27
RO-ARQ-3310,5.41,24.51,0.294,0.176,3.09
RO-ARQ-3311,6.0,21.69,0.059,0.118,3.43
RO-ARQ-3312,9.17,19.24,0.031,0.469,5.24
RO-ARQ-3313,3.76,5.89,0.0,0.0,2.15
RO-ARQ-3314,5.24,8.28,0.0,0.036,3.0
RO-ARQ-3315,2.17,3.18,0.5,0.0,1.24
RO-ARQ-3316,10.45,25.89,0.032,0.603,5.97
RO-ARQ-3317,16.41,49.88,0.019,0.692,9.32
RO-ARQ-3318,23.77,48.56,0.0,0.969,13.37
RO-ARQ-3319,15.65,41.03,0.016,0.629,8.89
RO-ARQ-3320,9.01,25.15,0.031,0.415,5.15
RO-ARQ-3321,5.14,5.24,0.0,0.0,2.94
RO-ARQ-3322,2.6,4.03,0.5,0.0,1.49
RO-ARQ-3323,10.3,20.03,0.0,0.691,5.88
RO-ARQ-3324,5.82,12.29,0.103,0.221,3.33
RO-ARQ-3325,11.76,27.21,0.115,0.639,6.71
RO-ARQ-3326,24.49,44.36,0.017,0.883,13.76
RO-ARQ-3327,6.83,20.15,0.115,0.311,3.91
RO-ARQ-3328,5.16,7.19,0.0,0.0,2.96
RO-ARQ-3329,5.26,13.91,0.071,0.119,3.01
RO-ARQ-3330,12.22,22.39,0.0,0.792,6.97
RO-ARQ-3331,6.15,26.21,0.211,0.224,3.52
RO-ARQ-3332,3.67,14.88,0.237,0.051,2.1
RO-ARQ-3333,8.52,22.38,0.085,0.458,4.87
RO-ARQ-3334,8.7,23.87,0.023,0.419,4.97
RO-ARQ-3335,4.37,11.94,0.207,0.086,2.5
RO-ARQ-3336,3.91,5.37,0.0,0.0,2.24
RO-ARQ-3337,6.69,14.63,0.086,0.414,3.82
RO-ARQ-3338,7.33,14.03,0.016,0.393,4.19
RO-ARQ-3339,6.4,20.12,0.109,0.291,3.66
RO-ARQ-3340,7.46,19.02,0.055,0.382,4.26
RO-ARQ-3341,4.54,10.11,0.158,0.053,2.6
RO-ARQ-3342,3.82,5.78,0.5,0.0,2.19
RO-ARQ-3343,12.51,39.01,0.054,0.622,7.13
RO-ARQ-3344,13.45,13.99,0.0,1.0,7.66
RO-ARQ-3345,4.48,13.99,0.094,0.125,2.56
RO-ARQ-3346,5.34,23.65,0.053,0.105,3.05
RO-ARQ-3347,3.76,12.67,0.244,0.044,2.16
RO-ARQ-3348,5.31,14.91,0.027,0.133,3.04
RO-ARQ-3349,6.28,13.9,0.036,0.232,3.59
RO-ARQ-3350,4.73,14.62,0.062,0.031,2.71
RO-ARQ-3351,6.65,19.68,0.049,0.295,3.81
RO-ARQ-3352,5.86,17.03,0.015,0.121,3.36
RO-ARQ-3353,5.59,13.1,0.0,0.114,3.2
RO-ARQ-3354,4.82,12.64,0.086,0.129,2.76
RO-ARQ-3355,3.61,4.76,0.0,0.0,2.07
RO-ARQ-3356,,,,,
RO-ARQ-3357,8.76,23.15,0.043,0.457,5.0
RO-ARQ-3358,7.96,25.09,0.0,0.281,4.55
RO-ARQ-3359,7.72,34.28,0.044,0.265,4.41
RO-ARQ-3360,9.52,31.16,0.041,0.356,5.44
RO-ARQ-3361,10.02,33.03,0.143,0.381,5.72
RO-ARQ-3362,11.18,32.37,0.016,0.459,6.38
RO-ARQ-3363,7.08,19.25,0.078,0.344,4.05
RO-ARQ-3364,11.59,39.26,0.0,0.464,6.61
RO-ARQ-3365,8.47,16.91,0.074,0.529,4.84
RO-ARQ-3366,4.27,10.69,0.061,0.061,2.45
RO-ARQ-3367,7.51,25.94,0.074,0.298,4.3
RO-ARQ-3368,6.43,19.09,0.058,0.214,3.68
RO-ARQ-3369,2.28,3.03,0.5,0.0,1.31
RO-ARQ-3370,4.03,11.74,0.214,0.143,2.31
RO-ARQ-3371,5.88,6.9,0.0,0.0,3.37
RO-ARQ-3372,4.59,9.93,0.3,0.2,2.63
RO-ARQ-3373,5.12,11.24,0.25,0.125,2.93
RO-ARQ-3374,4.75,7.34,0.143,0.0,2.72
RO-ARQ-3375,5.73,7.34,0.0,0.0,3.28
RO-ARQ-3376,3.15,5.22,0.083,0.0,1.81
RO-ARQ-3377,3.67,8.07,0.143,0.071,2.1
RO-ARQ-3378,1.95,3.41,0.571,0.0,1.11
RO-ARQ-3379,4.76,15.21,0.214,0.214,2.73
RO-ARQ-3380,3.31,6.47,0.2,0.0,1.89
RO-ARQ-3381,1.65,3.15,0.857,0.0,0.94
RO-ARQ-3382,4.03,8.05,0.211,0.053,2.31
RO-ARQ-3383,3.5,5.05,0.0,0.0,2.0
RO-ARQ-3384,2.1,2.79,0.5,0.0,1.2
RO-ARQ-3385,7.67,13.83,0.042,0.458,4.39
RO-ARQ-3386,3.84,3.84,0.0,0.0,2.2
RO-ARQ-3387,1.83,3.84,0.75,0.0,1.05
RO-ARQ-3388,1.75,1.75,1.0,0.0,1.0
RO-ARQ-3389,5.65,9.68,0.056,0.111,3.23
RO-ARQ-3390,6.06,16.91,0.015,0.206,3.47
RO-ARQ-3391,5.78,12.44,0.03,0.227,3.31
RO-ARQ-3392,6.03,9.25,0.0,0.25,3.45
RO-ARQ-3393,,,,,
RO-ARQ-3394,,,,,
RO-ARQ-3395,10.68,17.71,0.0,0.625,6.09
RO-ARQ-3396,5.47,8.79,0.018,0.105,3.13
RO-ARQ-3397,,,,,
RO-ARQ-3398,,,,,
RO-ARQ-3399,,,,,
RO-ARQ-3400,,,,,
RO-ARQ-3401,7.51,16.68,0.0,0.333,4.29
RO-ARQ-3402,6.28,19.85,0.05,0.15,3.59
RO-ARQ-3403,12.01,29.96,0.0,0.591,6.85
RO-ARQ-3404,7.81,31.39,0.138,0.362,4.46
RO-ARQ-3405,5.0,8.5,0.2,0.2,2.86
RO-ARQ-3406,,,,,
RO-ARQ-3407,,,,,
RO-ARQ-3408,,,,,
RO-ARQ-3409,,,,,
RO-ARQ-3410,,,,,
RO-ARQ-3411,,,,,
RO-ARQ-3412,,,,,
RO-ARQ-3413,,,,,
RO-ARQ-3414,,,,,
RO-ARQ-3415,,,,,
RO-ARQ-3416,,,,,
RO-ARQ-3417,11.33,38.47,0.0,0.516,6.47
RO-ARQ-3418,5.24,10.65,0.013,0.079,3.0
RO-ARQ-3419,5.97,12.64,0.081,0.274,3.42
RO-ARQ-3420,15.09,31.74,0.0,0.818,8.58
